namespace,key,en,fr,es,it,de
ST_BoonDescriptions,StrongBrewDesc,All Health and Mana Flask restoration effects are doubled on the player.,Tous les effets de récupération liés aux gourdes de PV et de mana sont doublés pour le joueur.,Todos los efectos de restauración de los frascos de salud y maná se duplican en el jugador.,Raddoppia tutti gli effetti di ripristino delle boccette di mana e curative.,Alle Wiederherstellungseffekte von LP- und Manafläschchen werden beim Spieler verdoppelt.
ST_BoonDescriptions,StrongBrewDesc_Dynamic,All Health and Mana Flask restoration effects are doubled on the player.,Tous les effets de récupération liés aux gourdes de PV et de mana sont doublés pour le joueur.,Todos los efectos de restauración de los frascos de salud y maná se duplican en el jugador.,Raddoppia tutti gli effetti di ripristino delle boccette di mana e curative.,Alle Wiederherstellungseffekte von LP- und Manafläschchen werden beim Spieler verdoppelt.
ST_BoonDescriptions,SanguineSliceDesc,Attacks apply 100 Bleed.,Les attaques appliquent 100 points de saignement.,Los ataques aplican 100 de Sangrado.,Gli attacchi applicano 100 di sanguinamento.,Angriffe verursachen 100 Blutung.
ST_BoonDescriptions,SanguineSliceDesc_Dynamic,Attacks apply {0} Bleed.,Les attaques appliquent {0} points de saignement.,Los ataques aplican {0} de Sangrado.,Gli attacchi applicano {0} di sanguinamento.,Angriffe verursachen {0} Blutung.
ST_BoonDescriptions,CrusadersMightDesc,Attacks deal +20 Physical Damage.,Les attaques infligent +20 points de dégâts physiques.,Los ataques infligen +20 de daño físico.,Gli attacchi infliggono +20 danni fisici.,Angriffe verursachen +20 Physischen Schaden.
ST_BoonDescriptions,CrusadersMightDesc_Dynamic,Attacks deal +{0} Physical Damage.,Les attaques infligent +{0} points de dégâts physiques.,Los ataques infligen +{0} de daño físico.,Gli attacchi infliggono +{0} danni fisici.,Angriffe verursachen +{0} Physischen Schaden.
ST_BoonDescriptions,Garrote,Backstab inflicts Bleeding.,Le coup dans le dos inflige Saignement.,La puñalada por la espalda provoca Sangrado.,La pugnalata alle spalle infligge sanguinamento.,Meuchelangriff verursacht Blutung.
ST_BoonDescriptions,Garrote_Dynamic,Backstab inflicts Bleeding.,Le coup dans le dos inflige Saignement.,La puñalada por la espalda provoca Sangrado.,La pugnalata alle spalle infligge sanguinamento.,Meuchelangriff verursacht Blutung.
ST_BoonDescriptions,PatientZeroDesc,Being Poisoned no longer Damages you.,L’empoisonnement ne vous inflige plus de dégâts.,Estar envenenado ya no te perjudica.,L'avvelenamento non ti infligge danni.,Vergiftet zu sein fügt dir keinen Schaden mehr zu.
ST_BoonDescriptions,PatientZeroDesc_Dynamic,Being Poisoned no longer Damages you.,L’empoisonnement ne vous inflige plus de dégâts.,Estar envenenado ya no te perjudica.,L'avvelenamento non ti infligge danni.,Vergiftet zu sein fügt dir keinen Schaden mehr zu.
ST_BoonDescriptions,VowOfRetributionDesc,Bonus Damage from Marked increased by 25%.,Les dégâts bonus liés à l’état Marqué sont augmentés de 25 %.,Daño adicional de Marcado aumentado en un 25%.,Aumenta del 25% i danni bonus dai marchiati.,Bonusschaden durch Gezeichnet um 25 % erhöht.
ST_BoonDescriptions,VowOfRetributionDesc_Dynamic,Bonus Damage from Marked increased by {0}%.,Les dégâts bonus liés à l’état Marqué sont augmentés de {0} %.,Daño adicional de Marcado aumentado en un {0}%.,Aumenta di +{0}% i danni bonus dai marchiati.,Bonusschaden durch Gezeichnet um {0} % erhöht.
ST_BoonDescriptions,FontOfConvictionDesc,Charged Heavy Attack hits against Marked enemies recover 15 Mana.,Les coups des attaques lourdes chargées portés aux ennemis marqués rendent 15 pts de mana.,Los ataques pesados ​​cargados contra enemigos Marcados recuperan 15 de maná.,Gli attacchi pesanti caricati contro i nemici marchiati fanno recuperare 15 di mana.,Aufgeladene Schwere Angriffstreffer gegen gezeichnete Gegner bringen 15 Mana zurück.
ST_BoonDescriptions,FontOfConvictionDesc_Dynamic,Charged Heavy Attack hits against Marked enemies recover {0} Mana.,Les coups des attaques lourdes chargées portés aux ennemis marqués rendent {0} pts de mana.,Los ataques pesados cargados contra enemigos Marcados recuperan {0} puntos de maná.,Gli attacchi pesanti caricati contro i nemici marchiati fanno recuperare {0} di mana.,Aufgeladene Schwere Angriffstreffer gegen gezeichnete Gegner bringen {0} Mana zurück.
ST_BoonDescriptions,CrimsonSmiteDesc,Charged Heavy Attack hits apply 750 Bleed.,Les coups des attaques lourdes chargées appliquent 750 pts de saignement.,Los ataques pesados cargado aplican 750 de Sangrado.,I colpi degli attacchi pesanti caricati infliggono 750 di sanguinamento.,Aufgeladene Schwere Angriffstreffer verursachen 750 Blutung.
ST_BoonDescriptions,CrimsonSmiteDesc_Dynamic,Charged Heavy Attack hits apply {0} Bleed.,Les coups des attaques lourdes chargées appliquent {0} pts de saignement.,Los golpes de ataque pesado cargado aplican {0} de Sangrado.,I colpi degli attacchi pesanti caricati infliggono {0} di sanguinamento.,Aufgeladene Schwere Angriffstreffer verursachen {0} Blutung.
ST_BoonDescriptions,ExtraSuppliesDesc,Consumable drops reward an additional Consumable.,Les consommables donnent un consommable supplémentaire.,"Al obtener un consumible, recibirás un consumible adicional.",Ottieni un consumabile extra al rilascio di consumabili.,Verbrauchsgüter lassen ein zusätzliches Verbrauchsgut fallen.
ST_BoonDescriptions,ExtraSuppliesDesc_Dynamic,Consumable drops reward an additional Consumable.,Les consommables lâchés donnent un consommable supplémentaire.,"Al obtener un consumible, recibirás un consumible adicional.",Ottieni un consumabile extra al rilascio di consumabili.,Verbrauchsgüter lassen ein zusätzliches Verbrauchsgut fallen.
ST_BoonDescriptions,ConsecratedDraughtDesc,Consuming a Flask grants Rage (3 stacks).,Consommer une gourde accorde de la rage (3 cumuls).,Consumir un frasco otorga Furia (3 cargas).,Consumare una boccetta conferisce furia (3 accumuli).,Das Verbrauchen eines Fläschchens verleiht Wut (3 Stapel).
ST_BoonDescriptions,ConsecratedDraughtDesc_Dynamic,Consuming a Flask grants Rage ({0} stacks).,Consommer une gourde accorde de la rage ({0} cumuls).,Consumir un frasco otorga Furia ({0} acumulaciones).,Consumare una boccetta conferisce furia ({0} accumuli).,Das Verbrauchen eines Fläschchens verleiht Wut ({0} Stapel).
ST_BoonDescriptions,GuardianAngelDesc,Entering Angel Ascension creates a zone where players inside gain 30% Resistance to all damage.,Activer l’ascension angélique crée une zone qui accorde aux joueurs à l’intérieur 30 % de résistance à tous les dégâts.,Al entrar en Ascensión Angélica se crea una zona en la que los jugadores que se encuentren dentro obtienen un 30% de resistencia a todo tipo de daño.,Attivare l'ascensione angelica crea una zona in cui i giocatori al suo interno ottengono il 30% di resistenza a tutti i danni.,"Der Übergang in den Engelsaufstieg erzeugt eine Zone, in der die Spieler im Inneren 30 % Resistenz gegen jeden Schaden erhalten."
ST_BoonDescriptions,GuardianAngelDesc_Dynamic,Entering Angel Ascension creates a zone where players inside gain {0}% Resistance to all damage.,Activer l’ascension angélique crée une zone qui accorde aux joueurs à l’intérieur {0} % de résistance à tous les dégâts.,Al entrar en Ascensión Angélica se crea una zona en la que los jugadores que se encuentren dentro obtienen un {0}% de resistencia a todo tipo de daño.,Attivare l'ascensione angelica crea una zona in cui i giocatori al suo interno ottengono {0}% di resistenza a tutti i danni.,"Der Übergang in den Engelsaufstieg erzeugt eine Zone, in der die Spieler im Inneren {0} % Resistenz gegen jeden Schaden erhalten."
ST_BoonDescriptions,EdictOfCondemnationDesc,Executing an enemy Marks all enemies within 7 meters.,Exécuter un ennemi marque tous les ennemis dans un rayon de 7 mètres autour de celui-ci.,"Al ejecutar a un enemigo, se Marcan todos los enemigos en un radio de 7 metros.",Giustiziare un nemico marchia tutti i nemici entro 7 metri.,Die Hinrichtung eines Gegners markiert alle Gegner im Umkreis von 7 Metern.
ST_BoonDescriptions,EdictOfCondemnationDesc_Dynamic,Executing an enemy Marks all enemies within {0} meters.,Exécuter un ennemi marque tous les ennemis dans un rayon de {0} mètres autour de vous.,"Al ejecutar a un enemigo, se Marcan todos los enemigos en un radio de {0} metros.",Giustiziare un nemico marchia tutti i nemici entro {0} metri.,Die Hinrichtung eines Gegners markiert alle Gegner im Umkreis von {0} Metern.
ST_BoonDescriptions,ExecutorsStrengthDesc,Executing an enemy grants +5 Max Health.,Exécuter un ennemi accorde +5 PV max.,Ejecutar a un enemigo otorga +5 de salud máxima.,Giustiziare un nemico conferisce +5 di PS max.,Die Hinrichtung eines Gegners gewährt +5 max. LP.
ST_BoonDescriptions,ManaDrainDesc,Executing an enemy grants +5 Max Mana.,Exécuter un ennemi accorde +5 pts de mana max.,Ejecutar a un enemigo otorga +5 de maná máximo.,Giustiziare un nemico conferisce +5 di mana massimo.,Das Hinrichten eines Gegners gewährt +5 max. Mana.
ST_BoonDescriptions,InvigoratingBloodDesc,Executing an enemy grants +5 Max Stamina.,Exécuter un ennemi accorde +5 pts d’endurance max.,Ejecutar a un enemigo otorga +5 de vigor máximo.,Giustiziare un nemico conferisce +5 di forza massima.,Das Hinrichten eines Gegners gewährt +5 max. Ausdauer.
ST_BoonDescriptions,ExecutorsStrengthDesc_Dynamic,Executing an enemy grants +{0} Max Health.,Exécuter un ennemi accorde +{0} PV max.,Ejecutar a un enemigo otorga +{0} de salud máxima.,Giustiziare un nemico conferisce +{0} di PS max.,Die Hinrichtung eines Gegners gewährt +{0} max. LP.
ST_BoonDescriptions,ManaDrainDesc_Dynamic,Executing an enemy grants +{0} Max Mana.,Exécuter un ennemi accorde +{0} pts de mana max.,Ejecutar a un enemigo otorga +{0} de maná máximo.,Giustiziare un nemico conferisce +{0} di mana max.,Die Hinrichtung eines Gegners gewährt +{0} max. Mana.
ST_BoonDescriptions,InvigoratingBloodDesc_Dynamic,Executing an enemy grants +{0} Max Stamina.,Exécuter un ennemi accorde +{0} pts d’endurance max.,Ejecutar a un enemigo otorga +{0} de vigor máximo.,Giustiziare un nemico conferisce +{0} di forza massima.,Die Hinrichtung eines Gegners gewährt +{0} max. Ausdauer.
ST_BoonDescriptions,AbsolutionInIceDesc,Freezing marked enemies deals a large amount of cold damage to them.,Geler les ennemis marqués leur inflige une grande quantité de dégâts de froid.,Congelar a los enemigos marcados les inflige una gran cantidad de daño frío.,I nemici marchiati con gelo subiscono ingenti danni da freddo.,Das Einfrieren gezeichneter Gegner fügt ihnen hohen Kälteschaden zu.
ST_BoonDescriptions,AbsolutionInIceDesc_Dynamic,Freezing marked enemies deals a large amount of cold damage to them.,Geler les ennemis marqués leur inflige une grande quantité de dégâts de froid.,Congelar a los enemigos marcados les inflige una gran cantidad de daño frío.,I nemici marchiati con congelamento subiscono ingenti danni da freddo.,Das Einfrieren gezeichneter Gegner fügt ihnen hohen Kälteschaden zu.
ST_BoonDescriptions,BrewmasterDesc,Gain 1 additional Max Potion.,Vous gagnez 1 potion max supplémentaire.,Obtén 1 poción máxima adicional.,Ottieni 1 pozione max aggiuntiva.,Erhalte 1 zusätzlichen max. Trank.
ST_BoonDescriptions,BrewmasterDesc_Dynamic,Gain {0} additional Max Potion.,Vous gagnez {0} potion max supplémentaire.,Obtén {0} poción máxima adicional.,Ottieni {0} pozione max aggiuntiva.,Du erhältst zusätzlich {0} max. Tränke.
ST_BoonDescriptions,SanguineSlamDesc,Heavy Attack hits apply 500 Bleed.,Les coups des attaques lourdes appliquent 500 points de saignement.,Los ataque pesados infligen 500 de Sangrado.,I colpi degli attacchi pesanti infliggono 500 di sanguinamento.,Schwere Angriffstreffer verursachen 500 Blutung.
ST_BoonDescriptions,SanguineSlamDesc_Dynamic,Heavy Attack hits apply {0} Bleed.,Les coups des attaques lourdes appliquent {0} points de saignement.,Los ataques pesados aplican {0} de Sangrado.,I colpi degli attacchi pesanti infliggono {0} di sanguinamento.,Schwere Angriffstreffer verursachen {0} Blutung.
ST_BoonDescriptions,CleansingPestilenceDesc,Heavy attack hits have a 30% chance to apply poison.  Poison attacks deal +35 Poison.,Les attaques lourdes ont 30 % de chances d’appliquer du poison. Les attaques empoisonnées infligent +35 points de poison.,Los golpes de ataque pesado tienen un 30% de probabilidad de aplicar veneno. Los ataques de veneno infligen +35 de daño de Veneno.,I colpi degli attacchi pesanti hanno il 30% di probabilità di applicare avvelenamento. Gli attacchi velenosi infliggono +35 di avvelenamento.,"Schwere Angriffstreffer haben eine 30%ige Chance, Gift anzuwenden. Giftangriffe verursachen +35 Gift."
ST_BoonDescriptions,CleansingPestilenceDesc_Dynamic,Heavy attack hits have a 30% chance to apply poison.  Poison attacks deal +{0} Poison.,Les attaques lourdes ont 30 % de chances d’appliquer du poison. Les attaques empoisonnées infligent +{0} points de poison.,Los golpes de ataque pesado tienen un 30% de probabilidad de aplicar veneno. Los ataques de veneno infligen +{0} de Veneno.,I colpi degli attacchi pesanti hanno il 30% di probabilità di applicare avvelenamento. Gli attacchi velenosi infliggono +{0} di avvelenamento.,"Schwere Angriffstreffer haben eine 30%ige Chance, Gift anzuwenden. Giftangriffe verursachen +{0} Gift."
ST_BoonDescriptions,DeathWardDesc,"If an attack would drop you to 0 Health or lower and you have a Health Flask available, you recover Health equal to 50% of the Healing value of your Flask and it is expended. (Cooldown: 30 seconds).","Si vous subissez une attaque censée faire tomber vos PV à 0 ou moins quand vous disposez d’une gourde de PV, vous utilisez cette dernière pour récupérer des PV à hauteur de 50 % de sa valeur de soin. (Temps de recharge : 30 secondes)","Si un ataque te dejara con 0 puntos de salud o menos y tienes un Frasco de Salud disponible, recuperas salud equivalente al 50% del valor curativo de tu Frasco y este se consume. (Enfriamiento: 30 segundos).","Se un attacco riduce i tuoi PS a 0 o meno e hai una boccetta curativa disponibile, recuperi PS pari al 50% del valore curativo della boccetta, che viene consumata (ricarica: 30 secondi).","Wenn ein Angriff dich auf 0 LP oder niedriger senkt und du ein Heilfläschchen zur Verfügung hast, erhältst du LP in Höhe von 50 % des Heilwerts deines Fläschchens, und es ist verbraucht. (Abklingzeit: 30 Sekunden)."
ST_BoonDescriptions,DeathWardDesc_Dynamic,"If an attack would drop you to 0 Health or lower and you have a Health Flask available, you recover Health equal to 50% of the Healing value of your flask and it is expended. (Cooldown: 30 seconds).","Si vous subissez une attaque censée faire tomber vos PV à 0 ou moins quand vous disposez d’une gourde de PV, vous utilisez cette dernière pour récupérer des PV à hauteur de 50 % de sa valeur de soin. (Temps de recharge : 30 secondes)","Si un ataque te dejara con 0 puntos de salud o menos y tienes un Frasco de Salud disponible, recuperas salud equivalente al 50% del valor curativo de tu Frasco y este se consume. (Tiempo de reutilización: 30 segundos).","Se un attacco riduce i tuoi PS a 0 o meno e hai una boccetta curativa disponibile, recuperi PS pari al 50% del valore curativo della boccetta, che viene consumata (ricarica: 30 secondi).","Wenn ein Angriff dich auf 0 LP oder niedriger senkt und du ein Heilfläschchen zur Verfügung hast, erhältst du LP in Höhe von 50 % des Heilwerts deines Fläschchens, und es ist verbraucht. (Abklingzeit: 30 Sekunden)."
ST_BoonDescriptions,DivineReprieveDesc,"If you kill 3 or more enemies while in Angel Ascension, you recover a Health Flask when you exit.","Si vous tuez 3 ennemis ou plus pendant l’ascension angélique, vous récupérez une gourde de PV lorsque l’ascension prend fin.","Si eliminas a 3 o más enemigos mientras estás en Ascensión Angélica, recuperas un Frasco de Salud al salir.","Se uccidi 3 o più nemici mentre sei in ascensione angelica, recuperi una boccetta curativa quando esci.","Wenn du während Engelsaufstieg 3 oder mehr Gegner tötest, bekommst du beim Verlassen ein Heilfläschchen."
